,Tipo,Empresa,Setor,Subsetor,Cotação,Data últ cot,Min 52 sem,Max 52 sem,Vol $ méd (2m),Valor de mercado,Valor da firma,Últ balanço processado,Nro Ações,oscilations_Dia,oscilations_Mês,oscilations_30 dias,oscilations_12 meses,oscilations_2020,oscilations_2019,oscilations_2018,oscilations_2017,oscilations_2016,oscilations_2015,,indicator_P/L,indicator_P/VP,indicator_P/EBIT,indicator_PSR,indicator_P/Ativos,indicator_P/Cap Giro,indicator_P/Ativ Circ Liq,indicator_Div Yield,indicator_EV / EBITDA,indicator_EV / EBIT,indicator_Cres Rec (5a),indicator_LPA,indicator_VPA,indicator_Marg Bruta,indicator_Marg EBIT,indicator_Marg Líquida,indicator_EBIT / Ativo,indicator_ROIC,indicator_ROE,indicator_Liquidez Corr,indicator_Div Br/ Patrim,indicator_Giro Ativos,Ativo,Disponibilidades,Ativo Circulante,Dív Bruta,Dív Líquida,Patrim Líq,demonstrative12m_Receita Líquida,demonstrative12m_EBIT,demonstrative12m_Lucro Líquido,demontrative3m_Receita Líquida,demontrative3m_EBIT,demontrative3m_Lucro Líquido,Cart de Crédito,Depósitos,demonstrative12m_Result Int Financ,demonstrative12m_Rec Serviços,demontrative3m_Result Int Financ,demontrative3m_Rec Serviços
NTCO3,ON NM,GRUPO NATURA ON NM,Prods de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal,3990,30/06/2020,2125,5089,284300000,47433400000,62200200000,31/03/2020,1188810000,"-0,30%","7,32%","7,32%","8,54%","3,18%","5,20%","0,00%","0,00%","0,00%","0,00%",,000,234,-,-,085,2038,-217,"0,0%",-,-,-,000,1705,-,-,-,"0,0%",-,-,120,095,-,56058700000,4566300000,13860700000,19333100000,14766800000,20266100000,0,0,0,7517990000,73990900,-820797000,,,,,,
GNDI3,ON NM,INTERMEDICA ON NM,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",6801,30/06/2020,3339,7607,256413000,41057200000,41115300000,31/03/2020,603693000,"0,00%","9,17%","9,17%","69,25%","-0,01%","135,75%","43,60%","0,00%","0,00%","0,00%",,8533,628,3949,453,308,-48870,-1030,"0,2%",3158,3955,"37,5%",080,1083,"27,5%","11,5%","5,3%","7,8%","8,8%","7,4%",097,022,068,13344400000,1408540000,2816480000,1466690000,58155000,6538950000,9071530000,1039560000,481145000,2559450000,339737000,160404000,,,,,,
CESP6,PNB,CESP CIA ENERGETICA SAO PAULO PNB,Energia Elétrica,Energia Elétrica,2899,30/06/2020,2209,3307,70724800,9494310000,10362100000,31/03/2020,327503000,"1,54%","1,47%","1,47%","15,04%","-2,11%","51,52%","65,46%","0,55%","3,85%","-33,95%",,690,135,1681,566,072,3831,-200,"6,4%",1073,1835,"-8,5%",420,2151,"42,2%","33,7%","82,0%","4,3%","4,6%","19,5%",123,026,013,13126600000,950183000,1325620000,1817930000,867748000,7046150000,1676220000,564663000,1375070000,460540000,210377000,53813000,,,,,,
CEBR3,ON,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA ON,Energia Elétrica,Energia Elétrica,5600,30/06/2020,3200,7495,95254,807296000,878396000,31/03/2020,14416000,"-6,51%","-12,10%","-12,10%","57,30%","2,96%","94,60%","12,79%","-13,48%","99,44%","-5,21%",,762,102,485,029,023,595,-086,"0,0%",391,528,"5,5%",735,5510,"14,9%","6,0%","5,0%","4,7%","5,6%","13,3%",109,058,078,3555050000,388588000,1601660000,459688000,71100000,794301000,2764100000,166442000,105998000,659872000,14071000,-10296000,,,,,,
BBAS3,ON,BANCO DO BRASIL SA ON,Financeiros,Bancos,3215,30/06/2020,2213,5335,720856000,92123200000,-,31/03/2020,2865420000,"-3,86%","4,25%","4,25%","-38,36%","-38,40%","18,75%","51,40%","16,36%","98,35%","-29,00%",,537,090,-,-,-,-,-,"5,7%",-,-,"-0,0%",599,3567,-,-,"0,0%","0,0%",-,"16,8%",-,-,-,1663540000000,,,,,102220000000,,,17171100000,,,3189280000,549321000000,514799000000,19630700000,19977100000,-97774000,4799850000
WLMM3,ON,WLM ON,Comércio,Material de Transporte,1200,30/06/2020,579,1753,2413,436976000,414835000,31/03/2020,36414700,"0,08%","23,71%","23,71%","124,00%","-5,09%","167,63%","-32,45%","60,62%","-18,28%","-40,35%",,830,102,788,040,082,279,408,"2,7%",703,748,"25,3%",145,1180,"12,7%","5,0%","4,8%","10,4%","11,3%","12,2%",382,003,206,534972000,33051000,211823000,10910000,-22141000,429742000,1101110000,55473000,52627000,205084000,13042000,9470000,,,,,,
CEGR3,ON,CEG ON,Gás,Gás,6010,10/06/2020,4493,7000,1342,15604200000,16544300000,31/03/2020,259638000,"0,00%","0,17%","0,17%","32,51%","28,35%","50,17%","26,89%","15,93%","-76,02%","3,25%",,3951,1558,2325,356,484,-6420,-970,"0,0%",2055,2465,"7,7%",152,386,"25,3%","15,3%","9,0%","20,8%","23,7%","39,4%",072,104,136,3224920000,105637000,614961000,1045710000,940068000,1001410000,4384140000,671214000,394958000,874083000,169662000,88714000,,,,,,
SANB4,PN,SANTANDER PN,Financeiros,Bancos,1422,30/06/2020,1190,2407,2800050,106629000000,-,31/03/2020,7498530000,"-2,94%","16,46%","16,46%","-33,29%","-36,35%","19,56%","64,27%","41,11%","48,69%","28,61%",,736,147,-,-,-,-,-,"10,6%",-,-,"1,2%",193,965,-,-,"0,0%","0,0%",-,"20,0%",-,-,-,1001790000000,,,,,72331100000,,,14478500000,,,3788540000,220848000000,307231000000,12685600000,14594500000,-5721650000,3482280000
MYPK3,ON,IOCHPE-MAXION ON,Material de Transporte,Material Rodoviário,1352,30/06/2020,980,2363,29420200,2078290000,5244410000,31/03/2020,153720000,"-2,24%","-2,10%","-2,10%","-36,22%","-39,57%","-1,10%","7,70%","101,75%","-2,94%","6,15%",,733,053,395,021,018,250,-069,"6,3%",543,997,"10,9%",184,2551,"11,0%","5,4%","3,8%","4,5%","5,8%","7,2%",123,110,083,11717200000,1133920000,4526250000,4300040000,3166120000,3921850000,9772840000,526150000,283487000,2224560000,54100000,9150000,,,,,,
CEAB3,ON NM,CEA MODAS ON NM,Comércio,"Tecidos, Vestuário e Calçados",1031,30/06/2020,530,1912,33812200,3178010000,4598940000,31/03/2020,308245000,"-1,25%","8,87%","8,87%","-38,66%","-41,84%","5,47%","0,00%","0,00%","0,00%","0,00%",,347,117,931,051,055,542,-310,"0,0%",474,1347,-,297,879,"48,6%","5,5%","14,6%","5,9%","7,0%","33,8%",140,063,108,5798360000,279963000,2062200000,1700900000,1420940000,2710610000,6260980000,341509000,915877000,976850000,-45547000,-55365000,,,,,,
TRPL4,PN N1,TRANSMISSÃO PAULISTA PN N1,Energia Elétrica,Energia Elétrica,2091,30/06/2020,1724,2455,38638600,13777200000,15997500000,31/03/2020,658883000,"1,50%","0,53%","0,53%","-9,61%","-6,49%","38,19%","22,95%","8,22%","45,50%","17,88%",,765,113,636,408,066,668,-325,"8,3%",732,739,"10,9%",273,1855,"69,7%","64,1%","54,2%","10,4%","11,2%","14,7%",221,029,016,20731500000,1269260000,3770490000,3489520000,2220250000,12219600000,3378360000,2165110000,1801570000,805503000,537168000,392454000,,,,,,
EQPA5,PNA,EQTL PARA PNA,Energia Elétrica,Energia Elétrica,674,30/06/2020,407,943,6567,14889200000,16970100000,31/03/2020,2209070000,"-0,88%","4,66%","4,66%","18,13%","5,31%","43,65%","100,45%","0,00%","64,71%","23,64%",,2824,436,1221,266,133,685,-362,"1,8%",1105,1392,"8,1%",024,155,"28,7%","21,8%","9,4%","10,9%","13,6%","15,4%",242,110,050,11232100000,1685910000,3701660000,3766850000,2080940000,3418100000,5597620000,1219430000,527189000,1284390000,286757000,109222000,,,,,,
RENT3,ON,LOCALIZA RENT A CAR ON,Diversos,Aluguel de Carros,4091,30/06/2020,2327,5530,346799000,31028900000,38199000000,31/03/2020,758467000,"-0,73%","6,51%","6,51%","5,62%","-13,37%","68,75%","36,13%","105,40%","41,42%","-28,48%",,3633,571,1962,294,150,1881,-314,"0,9%",1630,2415,"28,9%",113,716,"25,2%","15,0%","8,1%","7,7%","10,8%","15,7%",145,204,051,20643100000,3893680000,5317300000,11063800000,7170140000,5429420000,10542600000,1581450000,854029000,2794630000,451987000,230871000,,,,,,
CRPG6,PNB,CRISTAL PNB,Químicos,Químicos Diversos,2329,29/06/2020,1689,3211,25227,675852000,557779000,31/03/2020,29019000,"0,00%","-1,53%","-1,53%","-10,59%","-6,15%","-4,59%","155,47%","157,28%","63,79%","-37,05%",,654,115,998,115,083,124,165,"0,6%",602,824,"21,6%",356,2022,"25,4%","11,5%","17,6%","8,3%","10,1%","17,6%",651,001,072,819058000,125297000,642314000,7224000,-118073000,586862000,588364000,67694000,103343000,145027000,13004000,13354000,,,,,,
CLSC4,PN N2,CELESC PN N2,Energia Elétrica,Energia Elétrica,5350,30/06/2020,3487,5916,905654,2063600000,3336510000,31/03/2020,38572000,"0,96%","14,29%","14,29%","12,19%","7,83%","5,64%","87,21%","70,53%","72,54%","-16,11%",,581,133,479,026,022,398,-041,"3,6%",504,775,"6,7%",920,4021,"13,0%","5,4%","4,4%","4,6%","5,2%","22,9%",123,104,085,9425930000,341759000,2817010000,1614660000,1272900000,1551160000,7993570000,430657000,354940000,2109790000,178641000,144035000,,,,,,
CTKA3,ON,KARSTEN ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,1499,30/06/2020,493,2000,45256,93013000,586430000,31/03/2020,6205000,"5,41%","11,04%","11,04%","263,84%","38,80%","120,86%","2,95%","-52,50%","1,01%","-32,19%",,432,-036,255,027,024,085,-023,"0,0%",1189,1608,"4,7%",347,-4169,"38,9%","10,4%","6,2%","9,4%","11,3%","-8,3%",186,-204,090,389629000,34132000,237338000,527549000,493417000,-258706000,349588000,36479000,21547000,79729000,15096000,13892000,,,,,,
EALT4,PN,ELECTRO AÇO ALTONA S/A PN,Máquinas e Equipamentos,Máqs e Equips Construção e Agrícolas,389,30/06/2020,301,736,326900,87525000,163252000,31/03/2020,22500000,"-2,51%","7,16%","7,16%","-7,31%","-37,88%","57,45%","36,39%","221,05%","-17,39%","-17,86%",,553,052,421,032,021,-7216,-132,"1546,5%",523,786,"23,7%",070,745,"22,3%","7,7%","5,8%","5,0%","5,9%","9,4%",099,072,066,413673000,44978000,179646000,120705000,75727000,167583000,270974000,20771000,15826000,59676000,1463000,4725000,,,,,,
NUTR3,ON,NUTRIPLANT ON,Químicos,Fertilizantes e Defensivos,8020,30/06/2020,2650,10400,56703,10265600,18411600,31/03/2020,128000,"-0,99%","23,38%","23,38%","143,03%","78,22%","50,00%","-25,00%","128,57%","-50,00%","-85,42%",,028,075,-1740,015,017,084,-064,"0,0%",-20233,-3121,"21,7%",28634,10648,"17,6%","-0,9%","53,4%","-1,0%","-1,2%","268,9%",168,064,115,59811000,543000,30155000,8689000,8146000,13630000,68633000,-590000,36652000,15278000,500000,798000,,,,,,
CLSC3,ON N2,CELESC ON N2,Energia Elétrica,Energia Elétrica,5190,30/06/2020,4360,5551,2311,2001890000,3274790000,31/03/2020,38572000,"0,00%","0,00%","0,00%","-9,27%","11,60%","6,03%","55,43%","39,46%","-25,88%","-14,30%",,564,129,465,025,021,386,-040,"3,4%",494,760,"6,7%",920,4021,"13,0%","5,4%","4,4%","4,6%","5,2%","22,9%",123,104,085,9425930000,341759000,2817010000,1614660000,1272900000,1551160000,7993570000,430657000,354940000,2109790000,178641000,144035000,,,,,,
MULT3,ON N2,Multiplan ON N2,Exploração de Imóveis,Exploração de Imóveis,2050,30/06/2020,1720,3552,149815000,12315600000,14521700000,31/03/2020,600761000,"-1,06%","-0,92%","-0,92%","-25,57%","-37,83%","38,09%","4,35%","21,86%","57,35%","-12,04%",,2212,212,1476,930,118,3314,-396,"1,4%",1368,1740,"5,4%",093,966,"79,8%","63,0%","42,0%","8,0%","9,1%","9,6%",133,058,013,10411500000,1140800000,1490790000,3346870000,2206070000,5806040000,1323920000,834577000,556801000,320674000,222329000,177749000,,,,,,
IDNT3,ON,IDEIASNET ON,Programas e Serviços,Programas e Serviços,378,30/06/2020,185,499,498109,296541000,295095000,31/03/2020,78450000,"0,00%","62,93%","62,93%","42,64%","16,31%","-45,19%","-42,93%","142,19%","-67,00%","-18,24%",,9514,1747,-4038,-,471,-,-,"0,0%",-4021,-4019,"-97,7%",004,022,-,-,"0,0%","-11,7%",-,"18,4%",-,-,-,62963000,1446000,3236000,0,-1446000,16972000,0,-7343000,3117000,0,-1913000,-1531000,,,,,,
ELEK4,PN,ELEKEIROZ S/A PN,Químicos,Petroquímicos,2600,29/06/2020,1376,3894,21902,818610000,976386000,31/03/2020,31485000,"0,00%","36,20%","36,20%","89,47%","47,42%","49,32%","42,94%","125,40%","-38,99%","-15,91%",,3327,362,7089,084,145,510,-15012,"1,7%",3361,8456,"5,7%",078,719,"11,4%","1,2%","2,5%","2,0%","2,5%","10,9%",194,099,172,563726000,65985000,331946000,223761000,157776000,226327000,971739000,11547000,24603000,229395000,-996000,-4767000,,,,,,
PATI4,PN,PANATLANTICA PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,2780,26/06/2020,2206,3178,3005,507906000,549810000,31/03/2020,18270000,"0,00%","2,96%","2,96%","-6,77%","11,20%","-2,80%","52,28%","23,92%","59,23%","-31,57%",,497,098,1118,048,045,093,195,"0,0%",996,1210,"16,6%",559,2830,"12,3%","4,3%","9,6%","4,0%","7,0%","19,8%",264,068,094,1131040000,309123000,874265000,351027000,41904000,517126000,1067080000,45432000,102147000,283683000,16761000,90761000,,,,,,
CPLE5,PNA,COPEL PNA,Energia Elétrica,Energia Elétrica,4224,08/05/2020,4224,4224,206,11559200000,19741300000,31/03/2020,273655000,"0,00%","0,00%","0,00%","0,00%","0,00%","94,66%","0,00%","0,00%","0,00%","26,73%",,577,065,328,070,030,423,-094,"9,3%",422,560,"5,6%",732,6492,"27,1%","21,4%","12,5%","9,2%","10,4%","11,3%",153,063,043,38300100000,3016540000,7903240000,11198600000,8182070000,17764700000,16502200000,3525180000,2004220000,4153940000,927754000,512270000,,,,,,
BMKS3,ON,MONARK ON,Viagens e Lazer,Bicicletas,18600,30/06/2020,16641,27476,13317,84583500,-57720500,31/03/2020,454750,"1,09%","-5,82%","-5,82%","-21,53%","-30,09%","0,45%","-13,37%","33,08%","47,86%","-14,19%",,3325,048,-1590,539,042,053,060,"3,3%",1972,1085,"-6,3%",559,38958,"26,7%","-33,9%","16,2%","-2,7%","-11,0%","1,4%",2858,004,008,199719000,149636000,164603000,7332000,-142304000,177161000,15701000,-5321000,2544000,2817000,-1447000,292000,,,,,,
BNBR3,ON,BANCO DO NORDESTE ON,Financeiros,Bancos,8104,30/06/2020,4363,10581,38768,6999510000,-,31/03/2020,86371000,"0,67%","4,69%","4,69%","81,76%","-12,11%","164,45%","6,65%","55,57%","-4,88%","37,44%",,394,125,-,-,-,-,-,"6,0%",-,-,"17,5%",2058,6503,-,-,"0,0%","0,0%",-,"31,7%",-,-,-,59121500000,,,,,5617050000,,,1777900000,,,327653000,9260440000,12279800000,2495770000,2771610000,435622000,660290000
WHRL4,PN,WHIRLPOOL SA PN,Utilidades Domésticas,Eletrodomésticos,663,30/06/2020,389,963,389477,9963470000,8886760000,31/03/2020,1502790000,"1,22%","0,45%","0,45%","65,79%","-27,21%","119,02%","5,64%","77,20%","35,87%","-37,63%",,651,304,2248,124,128,552,695,"24,7%",1494,2005,"-7,8%",102,218,"17,5%","5,5%","19,1%","5,7%","12,3%","46,6%",143,019,103,7803160000,1711980000,5953060000,635261000,-1076710000,3282130000,8023600000,443200000,1530750000,1983980000,168027000,104451000,,,,,,
EKTR3,ON,ELEKTRO ELETRICIDADE E SERVIÇOS SA ON,Energia Elétrica,Energia Elétrica,1990,25/06/2020,1500,2472,657,3855800000,7573100000,31/03/2020,193759000,"0,00%","32,67%","32,67%","13,83%","-19,50%","46,03%","-18,24%","45,82%","16,56%","0,00%",,731,137,366,058,046,543,-133,"1,9%",594,719,"8,5%",272,1449,"19,1%","15,8%","7,9%","12,5%","14,3%","18,8%",136,149,080,8390400000,475600000,2693500000,4192900000,3717300000,2807800000,6678620000,1052640000,527470000,1574800000,270800000,138700000,,,,,,
CPFE3,ON,CPFL ENERGIA SA ON,Energia Elétrica,Energia Elétrica,3066,30/06/2020,2350,3920,135514000,35328100000,52450900000,31/03/2020,1152250000,"1,15%","-4,93%","-4,93%","0,76%","-13,76%","25,22%","50,85%","-22,58%","72,05%","-11,19%",,1182,248,705,117,073,996,-173,"0,0%",816,1047,"13,3%",259,1236,"22,4%","16,6%","10,2%","10,4%","12,6%","21,0%",136,159,062,48182200000,5570450000,13272800000,22693200000,17122700000,14242300000,30087300000,5007850000,2989260000,7282270000,1293600000,890041000,,,,,,
SULA11,UNT N2,Sul America UNT N2,Previdência e Seguros,Seguradoras,4507,30/06/2020,2624,6650,159519000,17764500000,3730110000,31/03/2020,1182460000,"-1,92%","0,88%","0,88%","22,19%","-24,04%","115,16%","57,05%","21,32%","-0,41%","56,64%",,1710,251,2220,080,064,190,-1405,"1,9%",404,466,"9,5%",264,1797,"12,2%","3,6%","4,7%","2,9%","7,0%","14,7%",193,032,080,27736900000,16296300000,19387400000,2261920000,-14034400000,7082860000,22069400000,800331000,1038930000,5594500000,49959000,79816000,,,,,,
BRSR3,ON,BANRISUL S/A ON,Financeiros,Bancos,1644,30/06/2020,1249,2427,1149010,6723530000,-,31/03/2020,408974000,"-2,78%","26,81%","26,81%","-25,35%","-27,14%","12,69%","-10,72%","139,37%","33,01%","-23,54%",,524,083,-,-,-,-,-,"5,9%",-,-,"9,7%",313,1973,-,-,"0,0%","0,0%",-,"15,9%",-,-,-,82939700000,,,,,8067010000,,,1281980000,,,257522000,30641400000,53966100000,4189330000,1258630000,957346000,318283000
AHEB5,PNA,PARQUE ANHEMBI PNA,Exploração de Imóveis,Exploração de Imóveis,2500,08/06/2020,1682,2500,212,213600000,187891000,31/03/2020,8544000,"0,00%","25,31%","25,31%","-23,03%","-23,03%","0,00%","0,00%","21,03%","0,00%","0,00%",,3109,985,2637,234,080,-1205,-108,"0,0%",2320,2320,"-19,4%",080,254,"11,8%","8,9%","7,5%","3,0%","3,6%","31,7%",073,-,034,268004000,25709000,48821000,0,-25709000,21683000,91404000,8099000,6871000,54676000,-5651000,-5611000,,,,,,
MTSA4,PN,METISA PN,Máquinas e Equipamentos,Máqs e Equips Construção e Agrícolas,1800,30/06/2020,1300,2825,156203,164471000,142400000,31/03/2020,9137260,"0,33%","14,07%","14,07%","1,18%","-23,37%","64,73%","-5,06%","64,33%","25,55%","-33,15%",,1207,068,956,056,049,103,108,"2,2%",512,828,"9,2%",149,2639,"23,8%","5,8%","4,6%","5,2%","7,0%","5,6%",291,024,088,333401000,78763500,243951000,56692300,-22071200,241115000,294464000,17197000,13622100,71474700,8231420,-282178,,,,,,
PLAS3,ON,PLASCAR PARTICIPAÇÕES INDUSTRIAIS SA ON,Material de Transporte,Material Rodoviário,522,30/06/2020,375,920,67631,64858500,206504000,31/03/2020,12425000,"-0,57%","21,40%","21,40%","3,57%","-29,93%","-11,31%","44,83%","35,51%","105,77%","-83,36%",,268,-066,-165,015,011,-072,-011,"0,0%",828,-526,"-0,5%",194,-796,"10,0%","-9,3%","5,7%","-6,4%","-7,1%","-24,4%",059,-172,069,610397000,28635000,131141000,170281000,141646000,-98887000,424135000,-39247000,24161000,91745000,-12833000,-26684000,,,,,,
CAMB3,ON,PENALTY ON,"Tecidos, Vestuário e Calçados",Calçados,420,30/06/2020,233,890,1843230,176316000,237114000,31/03/2020,41980000,"-1,18%","35,48%","35,48%","-35,38%","-38,69%","5,38%","0,00%","0,00%","0,00%","0,00%",,740,214,731,081,071,1095,-340,"0,0%",759,983,"-6,2%",057,196,"45,1%","11,1%","11,0%","9,7%","10,8%","29,0%",116,085,087,249372000,8824000,115597000,69622000,60798000,82220000,217711000,24130000,23839000,53459000,6679000,7767000,,,,,,
EEEL3,ON N1,CEEE ON N1,,,33000,24/06/2020,24436,46922,48006,3194730000,3469070000,31/03/2020,9681000,"0,00%","13,79%","13,79%","35,03%","-15,60%","102,92%","39,15%","134,73%","243,88%","-30,27%",,1602,137,848,301,062,558,-185,"3,3%",844,921,"3,2%",2060,24061,"43,9%","35,5%","18,7%","7,3%","8,1%","8,6%",208,031,021,5174620000,456801000,1105080000,731138000,274337000,2329340000,1060970000,376693000,199394000,259796000,95829000,-97083000,,,,,,
HETA4,PN,HERCULES S/A PN,Utilidades Domésticas,Utensílios Domésticos,883,30/06/2020,322,1489,82336,4503300,329085000,31/03/2020,510000,"-2,97%","88,27%","88,27%","63,82%","-2,11%","32,26%","-21,79%","108,61%","-49,02%","-11,83%",,126,-001,514,385,044,-012,-001,"0,0%",37567,37567,"-17,7%",703,-75073,"100,0%","74,9%","306,5%","8,6%","8,8%","-0,9%",001,-085,012,10144000,0,418000,324582000,324582000,-382871000,1170000,876000,3586000,271000,177000,101000,,,,,,
RSUL4,PN,METALURGICA RIOSULENSE S/A PN,Material de Transporte,Material Rodoviário,11500,26/06/2020,7575,14201,1388,67045000,69122000,31/03/2020,583000,"0,00%","11,65%","11,65%","49,16%","-10,51%","107,26%","82,35%","0,00%","0,00%","-16,80%",,363,2560,271,040,034,-126,-051,"0,0%",230,279,"12,9%",3169,449,"33,7%","14,7%","11,0%","12,5%","13,3%","705,5%",055,123,085,198736000,1149000,65182000,3226000,2077000,2619000,168559000,24772000,18476000,40458000,5705000,4887000,,,,,,
BRSR5,PNA,BANRISUL S/A PNA,Financeiros,Bancos,1922,29/06/2020,1922,2499,55153,7860480000,-,31/03/2020,408974000,"0,00%","-17,54%","-17,54%","-17,49%","-21,40%","8,78%","19,97%","101,69%","75,51%","-53,66%",,613,097,-,-,-,-,-,"5,3%",-,-,"9,7%",313,1973,-,-,"0,0%","0,0%",-,"15,9%",-,-,-,82939700000,,,,,8067010000,,,1281980000,,,257522000,30641400000,53966100000,4189330000,1258630000,957346000,318283000
BMIN3,ON,BANCO MERCANTIL DE INVESTIMENTOS SA ON,Financeiros,Bancos,2138,30/06/2020,1500,3320,53835,103158000,-,31/03/2020,4825000,"-8,44%","10,66%","10,66%","32,80%","28,80%","12,93%","-63,91%","8,70%","-48,90%","0,74%",,3607,083,-,-,-,-,-,"0,0%",-,-,"-12,2%",059,2561,-,-,"0,0%","0,0%",-,"2,3%",-,-,-,195027000,,,,,123580000,,,2860000,,,504000,39647000,52003000,10145000,3760000,2342000,581000
BPAC3,ON,BTGP BANCO ON,Financeiros,Bancos,3647,30/06/2020,1860,4000,71910,95034700000,-,31/03/2020,2605830000,"1,00%","57,54%","57,54%","79,32%","-8,41%","396,90%","7,05%","151,50%","0,00%","0,00%",,4270,432,-,-,-,-,-,"1,2%",-,-,"-77,3%",085,844,-,-,"0,0%","0,0%",-,"10,1%",-,-,-,236221000000,,,,,21998900000,,,2225450000,,,-907789000,24388600000,25405500000,-301341000,1583330000,-3375060000,435445000
OFSA3,ON NM,OUROFINO S/A ON NM,Saúde,Medicamentos e Outros Produtos,2800,30/06/2020,1850,4502,667767,1510570000,1728730000,31/03/2020,53949000,"-0,53%","16,67%","16,67%","-22,22%","-34,88%","28,32%","41,57%","-13,96%","-19,58%","18,21%",,3049,308,1997,236,163,760,3785,"0,1%",1710,2285,"6,5%",092,910,"49,2%","11,8%","7,7%","8,2%","10,0%","10,1%",172,070,069,927537000,125686000,476745000,343848000,218162000,490675000,640486000,75645000,49540000,111879000,-1508000,-2155000,,,,,,
BSLI4,ON,BRB ON,Financeiros,Bancos,5511,19/06/2020,3448,5511,269,2000770000,-,31/03/2020,36305000,"0,00%","0,00%","0,00%","47,94%","27,07%","42,71%","38,55%","54,72%","10,34%","-17,64%",,434,114,-,-,-,-,-,"10,4%",-,-,"13,0%",1269,4847,-,-,"0,0%","0,0%",-,"26,2%",-,-,-,17554500000,,,,,1759810000,,,460828000,,,107574000,9634340000,12169700000,1686440000,198295000,404585000,54317000
CRPG3,ON,CRISTAL ON,Químicos,Químicos Diversos,2400,30/06/2020,2153,3474,1120,696456000,578383000,31/03/2020,29019000,"-4,00%","0,58%","0,58%","-16,76%","-13,94%","6,37%","96,94%","-0,67%","0,00%","0,00%",,674,119,1029,118,085,128,170,"0,0%",624,854,"21,6%",356,2022,"25,4%","11,5%","17,6%","8,3%","10,1%","17,6%",651,001,072,819058000,125297000,642314000,7224000,-118073000,586862000,588364000,67694000,103343000,145027000,13004000,13354000,,,,,,
ALPA3,ON N1,ALPARGATAS ON N1,"Tecidos, Vestuário e Calçados",Calçados,2481,30/06/2020,1451,3389,44285,14589800000,14272100000,31/03/2020,588062000,"3,38%","16,75%","16,75%","32,90%","-9,89%","110,70%","-1,43%","95,87%","-5,04%","63,02%",,5896,524,2680,415,278,1079,2131,"0,2%",2031,2621,"-3,2%",042,473,"51,2%","15,5%","6,8%","10,4%","15,4%","8,9%",179,040,067,5253920000,1420730000,3074570000,1103050000,-317681000,2783090000,3519000000,544457000,247444000,747041000,66719000,26422000,,,,,,
BMIN4,PN,BANCO MERCANTIL DE INVESTIMENTOS SA PN,Financeiros,Bancos,1811,30/06/2020,1300,2613,21167,87380800,-,31/03/2020,4825000,"-3,93%","5,91%","5,91%","8,86%","-4,22%","73,86%","-28,81%","-28,19%","133,37%","-20,08%",,3055,071,-,-,-,-,-,"7,7%",-,-,"-12,2%",059,2561,-,-,"0,0%","0,0%",-,"2,3%",-,-,-,195027000,,,,,123580000,,,2860000,,,504000,39647000,52003000,10145000,3760000,2342000,581000
PFRM3,ON NM,PROFARMA ON NM,Comércio e Distribuição,Medicamentos,565,30/06/2020,310,769,3804460,699543000,1331270000,31/03/2020,123813000,"1,25%","23,90%","23,90%","46,75%","-12,67%","64,63%","-44,88%","-8,94%","70,96%","-42,24%",,3289,070,364,014,020,141,-572,"0,0%",411,693,"7,7%",017,812,"14,9%","3,8%","0,4%","5,4%","9,1%","2,1%",125,090,142,3585670000,270821000,2457990000,902543000,631722000,1005410000,5104400000,192153000,21272000,1407340000,39355000,781000,,,,,,
TAEE3,ON N2,TAESA ON N2,Energia Elétrica,Energia Elétrica,943,30/06/2020,802,1039,455899,9745870000,15437000000,31/03/2020,1033500000,"-0,63%","-1,26%","-1,26%","3,14%","-5,39%","29,15%","33,56%","-6,44%","0,00%","0,00%",,000,184,-,-,079,-,-,"8,2%",-,-,"-1,1%",000,513,-,-,-,"0,0%",-,-,-,-,-,12352000000,209548000,3228150000,5900630000,5691090000,5304290000,0,0,0,690417000,434447000,364187000,,,,,,
FLRY3,ON NM,FLEURY ON NM,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",2459,30/06/2020,1814,3280,61560000,7789820000,8610060000,31/03/2020,316788000,"-0,08%","5,31%","5,31%","18,82%","-17,49%","61,88%","-30,99%","68,91%","137,94%","0,00%",,2797,480,1492,267,151,1137,-369,"3,8%",1018,1649,"10,7%",088,512,"29,2%","17,9%","9,5%","10,2%","12,3%","17,2%",194,095,057,5143740000,729398000,1411000000,1549640000,820241000,1622700000,2918450000,522265000,278462000,713934000,107303000,58719000,,,,,,
